Sr.,Subject,Topic,Subtopic,Used,Used_At,Times_Shown,Last_Shown_At,Video_URL,Notes,Active
6640,Operating Systems,User and Kernel Modes,User and Kernel Modes: Underlying Principles,FALSE,,0,,,,TRUE
6641,Operating Systems,User and Kernel Modes,User and Kernel Modes: Methods and Techniques,FALSE,,0,,,,TRUE
6642,Operating Systems,User and Kernel Modes,User and Kernel Modes: Design and Implementation,FALSE,,0,,,,TRUE
6643,Operating Systems,User and Kernel Modes,User and Kernel Modes: Evaluation and Measurement,FALSE,,0,,,,TRUE
6644,Operating Systems,User and Kernel Modes,User and Kernel Modes: Performance Considerations,FALSE,,0,,,,TRUE
6645,Operating Systems,User and Kernel Modes,User and Kernel Modes: Security or Safety Considerations,FALSE,,0,,,,TRUE
6646,Operating Systems,User and Kernel Modes,User and Kernel Modes: Applications and Use Cases,FALSE,,0,,,,TRUE
6647,Operating Systems,User and Kernel Modes,User and Kernel Modes: Challenges and Limitations,FALSE,,0,,,,TRUE
6648,Operating Systems,User and Kernel Modes,User and Kernel Modes: Emerging Trends,FALSE,,0,,,,TRUE
6649,Operating Systems,Operating System Security,Operating System Security: Definition and Scope,FALSE,,0,,,,TRUE
6650,Operating Systems,Operating System Security,Operating System Security: Core Principles,FALSE,,0,,,,TRUE
6651,Operating Systems,Operating System Security,Operating System Security: Threats and Risks,FALSE,,0,,,,TRUE
6652,Operating Systems,Operating System Security,Operating System Security: Control Objectives,FALSE,,0,,,,TRUE
6653,Operating Systems,Operating System Security,Operating System Security: Architecture and Components,FALSE,,0,,,,TRUE
6654,Operating Systems,Operating System Security,Operating System Security: Assessment Methods,FALSE,,0,,,,TRUE
6655,Operating Systems,Operating System Security,Operating System Security: Implementation Practices,FALSE,,0,,,,TRUE
6656,Operating Systems,Operating System Security,Operating System Security: Monitoring and Metrics,FALSE,,0,,,,TRUE
6657,Operating Systems,Operating System Security,Operating System Security: Standards and Frameworks,FALSE,,0,,,,TRUE
6658,Operating Systems,Operating System Security,Operating System Security: Operational Challenges,FALSE,,0,,,,TRUE
6659,Operating Systems,Operating System Security,Operating System Security: Use Cases,FALSE,,0,,,,TRUE
6660,Operating Systems,Operating System Security,Operating System Security: Future Directions,FALSE,,0,,,,TRUE
6661,Operating Systems,Virtualization,Virtualization: Definition and Scope,FALSE,,0,,,,TRUE
6662,Operating Systems,Virtualization,Virtualization: Core Concepts,FALSE,,0,,,,TRUE
6663,Operating Systems,Virtualization,Virtualization: Key Components,FALSE,,0,,,,TRUE
6664,Operating Systems,Virtualization,Virtualization: Underlying Principles,FALSE,,0,,,,TRUE
6665,Operating Systems,Virtualization,Virtualization: Methods and Techniques,FALSE,,0,,,,TRUE
6666,Operating Systems,Virtualization,Virtualization: Design and Implementation,FALSE,,0,,,,TRUE
6667,Operating Systems,Virtualization,Virtualization: Evaluation and Measurement,FALSE,,0,,,,TRUE
6668,Operating Systems,Virtualization,Virtualization: Performance Considerations,FALSE,,0,,,,TRUE
6669,Operating Systems,Virtualization,Virtualization: Security or Safety Considerations,FALSE,,0,,,,TRUE
6670,Operating Systems,Virtualization,Virtualization: Applications and Use Cases,FALSE,,0,,,,TRUE
6671,Operating Systems,Virtualization,Virtualization: Challenges and Limitations,FALSE,,0,,,,TRUE
6672,Operating Systems,Virtualization,Virtualization: Emerging Trends,FALSE,,0,,,,TRUE
6673,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Definition and Scope,FALSE,,0,,,,TRUE
6674,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Core Concepts,FALSE,,0,,,,TRUE
6675,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Key Components,FALSE,,0,,,,TRUE
6676,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Underlying Principles,FALSE,,0,,,,TRUE
6677,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Methods and Techniques,FALSE,,0,,,,TRUE
6678,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Design and Implementation,FALSE,,0,,,,TRUE
6679,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Evaluation and Measurement,FALSE,,0,,,,TRUE
6680,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Performance Considerations,FALSE,,0,,,,TRUE
6681,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Security or Safety Considerations,FALSE,,0,,,,TRUE
6682,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Applications and Use Cases,FALSE,,0,,,,TRUE
6683,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Challenges and Limitations,FALSE,,0,,,,TRUE
6684,Operating Systems,Containers and OS Isolation,Containers and OS Isolation: Emerging Trends,FALSE,,0,,,,TRUE
6685,Operating Systems,Linux Fundamentals,Linux Fundamentals: Definition and Scope,FALSE,,0,,,,TRUE
6686,Operating Systems,Linux Fundamentals,Linux Fundamentals: Historical Development,FALSE,,0,,,,TRUE
6687,Operating Systems,Linux Fundamentals,Linux Fundamentals: Core Terminology,FALSE,,0,,,,TRUE
6688,Operating Systems,Linux Fundamentals,Linux Fundamentals: Major Components,FALSE,,0,,,,TRUE
6689,Operating Systems,Linux Fundamentals,Linux Fundamentals: Key Principles,FALSE,,0,,,,TRUE
6690,Operating Systems,Linux Fundamentals,Linux Fundamentals: Common Architectures,FALSE,,0,,,,TRUE
6691,Operating Systems,Linux Fundamentals,Linux Fundamentals: Typical Workflows,FALSE,,0,,,,TRUE
6692,Operating Systems,Linux Fundamentals,Linux Fundamentals: Major Applications,FALSE,,0,,,,TRUE
6693,Operating Systems,Linux Fundamentals,Linux Fundamentals: Benefits and Limitations,FALSE,,0,,,,TRUE
6694,Operating Systems,Linux Fundamentals,Linux Fundamentals: Current Challenges,FALSE,,0,,,,TRUE
6695,Operating Systems,Linux Fundamentals,Linux Fundamentals: Best Practices,FALSE,,0,,,,TRUE
6696,Operating Systems,Linux Fundamentals,Linux Fundamentals: Future Directions,FALSE,,0,,,,TRUE
6697,Operating Systems,Windows Architecture,Windows Architecture: Purpose and Scope,FALSE,,0,,,,TRUE
6698,Operating Systems,Windows Architecture,Windows Architecture: Core Components,FALSE,,0,,,,TRUE
6699,Operating Systems,Windows Architecture,Windows Architecture: Reference Architecture,FALSE,,0,,,,TRUE
6700,Operating Systems,Windows Architecture,Windows Architecture: Data and Control Flow,FALSE,,0,,,,TRUE
6701,Operating Systems,Windows Architecture,Windows Architecture: Interfaces and Protocols,FALSE,,0,,,,TRUE
6702,Operating Systems,Windows Architecture,Windows Architecture: Design Principles,FALSE,,0,,,,TRUE
6703,Operating Systems,Windows Architecture,Windows Architecture: Implementation Models,FALSE,,0,,,,TRUE
6704,Operating Systems,Windows Architecture,Windows Architecture: Performance Considerations,FALSE,,0,,,,TRUE
6705,Operating Systems,Windows Architecture,Windows Architecture: Reliability and Availability,FALSE,,0,,,,TRUE
6706,Operating Systems,Windows Architecture,Windows Architecture: Security Considerations,FALSE,,0,,,,TRUE
6707,Operating Systems,Windows Architecture,Windows Architecture: Applications,FALSE,,0,,,,TRUE
6708,Operating Systems,Windows Architecture,Windows Architecture: Emerging Trends,FALSE,,0,,,,TRUE
6709,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Purpose and Scope,FALSE,,0,,,,TRUE
6710,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Core Components,FALSE,,0,,,,TRUE
6711,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Reference Architecture,FALSE,,0,,,,TRUE
6712,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Data and Control Flow,FALSE,,0,,,,TRUE
6713,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Interfaces and Protocols,FALSE,,0,,,,TRUE
6714,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Design Principles,FALSE,,0,,,,TRUE
6715,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Implementation Models,FALSE,,0,,,,TRUE
6716,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Performance Considerations,FALSE,,0,,,,TRUE
6717,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Reliability and Availability,FALSE,,0,,,,TRUE
6718,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Security Considerations,FALSE,,0,,,,TRUE
6719,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Applications,FALSE,,0,,,,TRUE
6720,Operating Systems,Real-Time Operating Systems,Real-Time Operating Systems: Emerging Trends,FALSE,,0,,,,TRUE
6721,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Definition and Scope,FALSE,,0,,,,TRUE
6722,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Historical Development,FALSE,,0,,,,TRUE
6723,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Core Terminology,FALSE,,0,,,,TRUE
6724,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Major Components,FALSE,,0,,,,TRUE
6725,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Key Principles,FALSE,,0,,,,TRUE
6726,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Common Architectures,FALSE,,0,,,,TRUE
6727,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Typical Workflows,FALSE,,0,,,,TRUE
6728,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Major Applications,FALSE,,0,,,,TRUE
6729,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Benefits and Limitations,FALSE,,0,,,,TRUE
6730,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Current Challenges,FALSE,,0,,,,TRUE
6731,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Best Practices,FALSE,,0,,,,TRUE
6732,Computer Architecture,Computer Architecture Fundamentals,Computer Architecture Fundamentals: Future Directions,FALSE,,0,,,,TRUE
6733,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Purpose and Scope,FALSE,,0,,,,TRUE
6734,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Core Components,FALSE,,0,,,,TRUE
6735,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Reference Architecture,FALSE,,0,,,,TRUE
6736,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Data and Control Flow,FALSE,,0,,,,TRUE
6737,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Interfaces and Protocols,FALSE,,0,,,,TRUE
6738,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Design Principles,FALSE,,0,,,,TRUE
6739,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Implementation Models,FALSE,,0,,,,TRUE
6740,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Performance Considerations,FALSE,,0,,,,TRUE
6741,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Reliability and Availability,FALSE,,0,,,,TRUE
6742,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Security Considerations,FALSE,,0,,,,TRUE
6743,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Applications,FALSE,,0,,,,TRUE
6744,Computer Architecture,Instruction Set Architecture,Instruction Set Architecture: Emerging Trends,FALSE,,0,,,,TRUE
6745,Computer Architecture,CPU Organization,CPU Organization: Definition and Scope,FALSE,,0,,,,TRUE
6746,Computer Architecture,CPU Organization,CPU Organization: Core Concepts,FALSE,,0,,,,TRUE
6747,Computer Architecture,CPU Organization,CPU Organization: Key Components,FALSE,,0,,,,TRUE
6748,Computer Architecture,CPU Organization,CPU Organization: Underlying Principles,FALSE,,0,,,,TRUE
6749,Computer Architecture,CPU Organization,CPU Organization: Methods and Techniques,FALSE,,0,,,,TRUE
6750,Computer Architecture,CPU Organization,CPU Organization: Design and Implementation,FALSE,,0,,,,TRUE
6751,Computer Architecture,CPU Organization,CPU Organization: Evaluation and Measurement,FALSE,,0,,,,TRUE
6752,Computer Architecture,CPU Organization,CPU Organization: Performance Considerations,FALSE,,0,,,,TRUE
6753,Computer Architecture,CPU Organization,CPU Organization: Security or Safety Considerations,FALSE,,0,,,,TRUE
6754,Computer Architecture,CPU Organization,CPU Organization: Applications and Use Cases,FALSE,,0,,,,TRUE
6755,Computer Architecture,CPU Organization,CPU Organization: Challenges and Limitations,FALSE,,0,,,,TRUE
6756,Computer Architecture,CPU Organization,CPU Organization: Emerging Trends,FALSE,,0,,,,TRUE
6757,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Definition and Scope,FALSE,,0,,,,TRUE
6758,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Core Concepts,FALSE,,0,,,,TRUE
6759,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Key Components,FALSE,,0,,,,TRUE
6760,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Underlying Principles,FALSE,,0,,,,TRUE
6761,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Methods and Techniques,FALSE,,0,,,,TRUE
6762,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Design and Implementation,FALSE,,0,,,,TRUE
6763,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Evaluation and Measurement,FALSE,,0,,,,TRUE
6764,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Performance Considerations,FALSE,,0,,,,TRUE
6765,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Security or Safety Considerations,FALSE,,0,,,,TRUE
6766,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Applications and Use Cases,FALSE,,0,,,,TRUE
6767,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Challenges and Limitations,FALSE,,0,,,,TRUE
6768,Computer Architecture,Arithmetic Logic Unit,Arithmetic Logic Unit: Emerging Trends,FALSE,,0,,,,TRUE
6769,Computer Architecture,Control Unit,Control Unit: Definition and Scope,FALSE,,0,,,,TRUE
6770,Computer Architecture,Control Unit,Control Unit: Core Concepts,FALSE,,0,,,,TRUE
6771,Computer Architecture,Control Unit,Control Unit: Key Components,FALSE,,0,,,,TRUE
6772,Computer Architecture,Control Unit,Control Unit: Underlying Principles,FALSE,,0,,,,TRUE
6773,Computer Architecture,Control Unit,Control Unit: Methods and Techniques,FALSE,,0,,,,TRUE
6774,Computer Architecture,Control Unit,Control Unit: Design and Implementation,FALSE,,0,,,,TRUE
6775,Computer Architecture,Control Unit,Control Unit: Evaluation and Measurement,FALSE,,0,,,,TRUE
6776,Computer Architecture,Control Unit,Control Unit: Performance Considerations,FALSE,,0,,,,TRUE
6777,Computer Architecture,Control Unit,Control Unit: Security or Safety Considerations,FALSE,,0,,,,TRUE
6778,Computer Architecture,Control Unit,Control Unit: Applications and Use Cases,FALSE,,0,,,,TRUE
6779,Computer Architecture,Control Unit,Control Unit: Challenges and Limitations,FALSE,,0,,,,TRUE
6780,Computer Architecture,Control Unit,Control Unit: Emerging Trends,FALSE,,0,,,,TRUE
6781,Computer Architecture,Registers,Registers: Definition and Scope,FALSE,,0,,,,TRUE
6782,Computer Architecture,Registers,Registers: Core Concepts,FALSE,,0,,,,TRUE
6783,Computer Architecture,Registers,Registers: Key Components,FALSE,,0,,,,TRUE
6784,Computer Architecture,Registers,Registers: Underlying Principles,FALSE,,0,,,,TRUE
6785,Computer Architecture,Registers,Registers: Methods and Techniques,FALSE,,0,,,,TRUE
6786,Computer Architecture,Registers,Registers: Design and Implementation,FALSE,,0,,,,TRUE
6787,Computer Architecture,Registers,Registers: Evaluation and Measurement,FALSE,,0,,,,TRUE
6788,Computer Architecture,Registers,Registers: Performance Considerations,FALSE,,0,,,,TRUE
6789,Computer Architecture,Registers,Registers: Security or Safety Considerations,FALSE,,0,,,,TRUE
6790,Computer Architecture,Registers,Registers: Applications and Use Cases,FALSE,,0,,,,TRUE
6791,Computer Architecture,Registers,Registers: Challenges and Limitations,FALSE,,0,,,,TRUE
6792,Computer Architecture,Registers,Registers: Emerging Trends,FALSE,,0,,,,TRUE
6793,Computer Architecture,Instruction Cycle,Instruction Cycle: Definition and Scope,FALSE,,0,,,,TRUE
6794,Computer Architecture,Instruction Cycle,Instruction Cycle: Core Concepts,FALSE,,0,,,,TRUE
6795,Computer Architecture,Instruction Cycle,Instruction Cycle: Key Components,FALSE,,0,,,,TRUE
6796,Computer Architecture,Instruction Cycle,Instruction Cycle: Underlying Principles,FALSE,,0,,,,TRUE
6797,Computer Architecture,Instruction Cycle,Instruction Cycle: Methods and Techniques,FALSE,,0,,,,TRUE
6798,Computer Architecture,Instruction Cycle,Instruction Cycle: Design and Implementation,FALSE,,0,,,,TRUE
6799,Computer Architecture,Instruction Cycle,Instruction Cycle: Evaluation and Measurement,FALSE,,0,,,,TRUE
6800,Computer Architecture,Instruction Cycle,Instruction Cycle: Performance Considerations,FALSE,,0,,,,TRUE
6801,Computer Architecture,Instruction Cycle,Instruction Cycle: Security or Safety Considerations,FALSE,,0,,,,TRUE
6802,Computer Architecture,Instruction Cycle,Instruction Cycle: Applications and Use Cases,FALSE,,0,,,,TRUE
6803,Computer Architecture,Instruction Cycle,Instruction Cycle: Challenges and Limitations,FALSE,,0,,,,TRUE
6804,Computer Architecture,Instruction Cycle,Instruction Cycle: Emerging Trends,FALSE,,0,,,,TRUE
